img_path,text
./test/test_00420.png,율포유
./test/test_00421.png,칼리수
./test/test_00422.png,윤나
./test/test_00423.png,노리다
./test/test_00424.png,오페라
./test/test_00425.png,노래클업
./test/test_00426.png,비비오
./test/test_00427.png,네일
./test/test_00428.png,일미리
./test/test_00429.png,금계정달
./test/test_00430.png,자미한
./test/test_00431.png,자다른합교회
./test/test_00432.png,뜻살장대관
./test/test_00433.png,축구레슨
./test/test_00434.png,흙
./test/test_00435.png,대
./test/test_00436.png,돈부리
./test/test_00437.png,리치빌
./test/test_00438.png,김수동 세무사
./test/test_00439.png,보스세탁
./test/test_00440.png,식당
./test/test_00441.png,서산
./test/test_00442.png,노래방
./test/test_00443.png,냉큐
./test/test_00444.png,수지누들
./test/test_00445.png,다인약국
./test/test_00446.png,대
./test/test_00447.png,자작나무무
./test/test_00448.png,창  양은
./test/test_00449.png,컴사이
./test/test_00450.png,용기 기기
./test/test_00451.png,네일
./test/test_00452.png,손발공주
./test/test_00453.png,효성
./test/test_00454.png,어림이찰
./test/test_00455.png,수진네
./test/test_00456.png,우리 연국
./test/test_00457.png,김정현
./test/test_00458.png,법무사
./test/test_00459.png,현주가방
./test/test_00460.png,코이라멘
./test/test_00461.png,헤어뮤즈
./test/test_00462.png,모 남대대
./test/test_00463.png,링추점닭
./test/test_00464.png,제이엠헤어
./test/test_00465.png,한거노
./test/test_00467.png,광장
./test/test_00468.png,참치초밥
./test/test_00469.png,전문점
./test/test_00470.png,해우
./test/test_00471.png,세종내과
./test/test_00472.png,추억애
./test/test_00473.png,화마라
./test/test_00474.png,동일
./test/test_00475.png,유리
./test/test_00476.png,세탁소
./test/test_00477.png,올량올당
./test/test_00478.png,마카롱
./test/test_00479.png,해법
./test/test_00480.png,새롬어학원
./test/test_00481.png,정가내
./test/test_00482.png,목표
./test/test_00483.png,횟집
./test/test_00484.png,계론문화
./test/test_00485.png,인데코
./test/test_00486.png,초원아트
./test/test_00487.png,비들빌라
./test/test_00488.png,장어잔치
./test/test_00489.png,플라워부
./test/test_00490.png,위드
./test/test_00491.png,태가나헤어
./test/test_00492.png,유성닭발
./test/test_00493.png,수정교회
./test/test_00494.png,굿모닝발
./test/test_00495.png,운수대통
./test/test_00496.png,플라리스
./test/test_00497.png,누리숲
./test/test_00498.png,어린이집
./test/test_00499.png,노텅일
./test/test_00500.png,디성벌
./test/test_00501.png,라이
./test/test_00502.png,바꾸다
./test/test_00503.png,카카오텔
./test/test_00504.png,책
./test/test_00505.png,카레식당
./test/test_00506.png,맛들
./test/test_00507.png,발사링
./test/test_00508.png,링물
./test/test_00509.png,한식
./test/test_00510.png,대화
./test/test_00511.png,미시 
./test/test_00512.png,영주
./test/test_00513.png,해물물
./test/test_00514.png,만나학은
./test/test_00515.png,김허본가
./test/test_00516.png,퓨뼈생피브점
./test/test_00517.png,오스가 주일라
./test/test_00518.png,미얼생
./test/test_00519.png,나들래
./test/test_00520.png,함타스테아크
./test/test_00521.png,아름다운날
./test/test_00522.png,소아과
./test/test_00523.png,내과
./test/test_00524.png,레고 업생곡 사 
./test/test_00525.png,생사랑 어로니조
./test/test_00526.png,아름동물병원
./test/test_00527.png,이미지작
./test/test_00528.png,사진관
./test/test_00529.png,모텔
./test/test_00530.png,길성
./test/test_00531.png,강교이용의
./test/test_00532.png,경화율렉산
./test/test_00533.png,공간장식
./test/test_00534.png,청소년휘피전터
./test/test_00535.png,대전공역사
./test/test_00536.png,스스메트
./test/test_00537.png,지유명자
./test/test_00538.png,엔 토
./test/test_00539.png,동제와국
./test/test_00540.png,대전극장
./test/test_00541.png,대흥순퍼
./test/test_00542.png,인디안광고
./test/test_00543.png,보원산
./test/test_00544.png,호랑이
./test/test_00545.png,여행이
./test/test_00546.png,필요한
./test/test_00547.png,시간
./test/test_00548.png,북촌
./test/test_00549.png,제빵소
./test/test_00550.png,통계청
./test/test_00551.png,청주사무소
./test/test_00552.png,옥천분사
./test/test_00553.png,피아노조울
./test/test_00554.png,중고매입
./test/test_00555.png,일세
./test/test_00556.png,돼지왕갈비
./test/test_00557.png,양념소갈비
./test/test_00558.png,돼지오겹살
./test/test_00559.png,정성
./test/test_00560.png,종합수선
./test/test_00561.png,구두
./test/test_00562.png,가방
./test/test_00563.png,정성을
./test/test_00564.png,다하겠습니다
./test/test_00565.png,포장 전문
./test/test_00566.png,일들양대
./test/test_00567.png,향라육술덮밥
./test/test_00568.png,잡채옆밥
./test/test_00569.png,야채복음면
./test/test_00570.png,고일학원원
./test/test_00571.png,전보일스
./test/test_00572.png,개울까
./test/test_00573.png,일프빌리밥
./test/test_00574.png,어학원수
./test/test_00575.png,칼국수
./test/test_00576.png,돼지
./test/test_00577.png,자브샤브
./test/test_00578.png,해월궁
./test/test_00579.png,사주
./test/test_00580.png,아파트
./test/test_00581.png,용두임
./test/test_00582.png,전구학원
./test/test_00583.png,교육
./test/test_00584.png,우리공방
./test/test_00585.png,한지공예
./test/test_00586.png,손뜨개 전문
./test/test_00587.png,전산용품
./test/test_00588.png,소와기
./test/test_00589.png,판매
./test/test_00590.png,철레
./test/test_00591.png,전회
./test/test_00592.png,아날로그 주수의회
./test/test_00593.png,대표
./test/test_00594.png,리안
./test/test_00595.png,헤어
./test/test_00596.png,네비
./test/test_00597.png,언더코링
./test/test_00598.png,복원
./test/test_00599.png,판금
./test/test_00600.png,도색
./test/test_00601.png,제거
./test/test_00602.png,로얄
./test/test_00603.png,이장
./test/test_00604.png,스타키
./test/test_00605.png,임대
./test/test_00606.png,해물점
./test/test_00607.png,아구장
./test/test_00608.png,황태탕
./test/test_00609.png,태평양해물점
./test/test_00610.png,토지
./test/test_00611.png,다가구
./test/test_00612.png,전세
./test/test_00613.png,월세
./test/test_00614.png,매매
./test/test_00615.png,임대
./test/test_00616.png,태국마사지
./test/test_00617.png,곧의원
./test/test_00618.png,앓기
./test/test_00619.png,노래연습장
./test/test_00620.png,할리노래연업장수
./test/test_00621.png,동성
./test/test_00622.png,제일동신
./test/test_00623.png,신규가입
./test/test_00624.png,남양알안에인
./test/test_00625.png,힐링
./test/test_00626.png,골드
./test/test_00627.png,태국마사지
./test/test_00628.png,시간
./test/test_00629.png,애견교배
./test/test_00630.png,콘서트
./test/test_00631.png,헤어
./test/test_00632.png,일반구상
./test/test_00633.png,나라
./test/test_00634.png,맛집
./test/test_00635.png,맥주
./test/test_00636.png,김년일치과과
./test/test_00637.png,파라타이라
./test/test_00638.png,노래
./test/test_00639.png,주점
./test/test_00640.png,여권사진
./test/test_00641.png,커피
./test/test_00642.png,고짓집
./test/test_00643.png,전국
./test/test_00644.png,닭발
./test/test_00645.png,공학원
./test/test_00646.png,보쌈정식
./test/test_00647.png,맛보기모담
./test/test_00648.png,매운은피지겁책볶음
./test/test_00649.png,토종순대
./test/test_00650.png,머리고기
./test/test_00651.png,할 모 
./test/test_00652.png,뼈 자장
./test/test_00653.png,소대장철판볶음
./test/test_00654.png,매문도피접점국을
./test/test_00655.png,머리고기
./test/test_00656.png,당꾸언업
./test/test_00657.png,토토
./test/test_00658.png,조점렌즈
./test/test_00659.png,대박의류
./test/test_00660.png,빌라
./test/test_00661.png,상가
./test/test_00662.png,업시
./test/test_00663.png,전시
./test/test_00664.png,사무소
./test/test_00665.png,라이브
./test/test_00666.png,오아시스
./test/test_00667.png,유리민런 청스탕 램
./test/test_00668.png,약국
./test/test_00669.png,치과
./test/test_00670.png,로레이
./test/test_00671.png,약구집
./test/test_00672.png,고예어
./test/test_00673.png,중구학원
./test/test_00674.png,도구
./test/test_00675.png,는구달
./test/test_00676.png,일장노래테
./test/test_00677.png,미족원
./test/test_00678.png,카피집
./test/test_00679.png,메트남국국수
./test/test_00680.png,수슈교미
./test/test_00681.png,연장
./test/test_00682.png,상가
./test/test_00683.png,주택
./test/test_00684.png,원룸
./test/test_00685.png,컨설팅
./test/test_00686.png,고화
./test/test_00687.png,돌솔발
./test/test_00688.png,건축상담
./test/test_00689.png,대표가
./test/test_00690.png,박사쉬 수라라라
./test/test_00691.png,메산터일의
./test/test_00692.png,두배고기
./test/test_00693.png,춘
./test/test_00694.png,동
./test/test_00695.png,강남역예에 별
./test/test_00696.png,사진관
./test/test_00697.png,야사
./test/test_00698.png,메탁
./test/test_00699.png,일등
./test/test_00700.png,루썸왁싱
./test/test_00701.png,페이스
./test/test_00702.png,다리 전체
./test/test_00703.png,브라질리언
./test/test_00704.png,은무용
./test/test_00705.png,라메루드
./test/test_00706.png,클로
./test/test_00707.png,정산교회
./test/test_00708.png,손마수우수
./test/test_00709.png,범기
./test/test_00710.png,부동산
./test/test_00711.png,분의는
./test/test_00712.png,위너스
./test/test_00713.png,렌스스포츠
./test/test_00714.png,스튜디오
./test/test_00715.png,반성 교교업
./test/test_00716.png,사동언회회
./test/test_00717.png,안국양님빌
./test/test_00718.png,우향
./test/test_00719.png,주앤디
./test/test_00720.png,금지
./test/test_00721.png,앵프
./test/test_00722.png,설치
./test/test_00723.png,전사동합장회
./test/test_00724.png,관디
./test/test_00725.png,삼겹살
./test/test_00726.png,돼지
./test/test_00727.png,건른순 국숙수녀메
./test/test_00728.png,토니
./test/test_00729.png,멀드 킨리
./test/test_00730.png,명장사
./test/test_00731.png,클수전
./test/test_00732.png,점심
./test/test_00733.png,메뉴
./test/test_00734.png,친판
./test/test_00735.png,친구
./test/test_00736.png,대림건국국가
./test/test_00737.png,임대
./test/test_00738.png,층
./test/test_00739.png,은고은건건자수함장
./test/test_00740.png,초대 쾌 수는함
./test/test_00741.png,목범라메홀원방
./test/test_00742.png,두리본세요
./test/test_00743.png,비
./test/test_00744.png,꼴
./test/test_00745.png,션
./test/test_00746.png,흑인
./test/test_00747.png,문제
./test/test_00748.png,풍기
./test/test_00749.png,인건
./test/test_00750.png,만도
./test/test_00751.png,카센타
./test/test_00752.png,중자
./test/test_00753.png,가
./test/test_00754.png,을
./test/test_00755.png,특별
./test/test_00756.png,기관
./test/test_00757.png,맥주
./test/test_00758.png,복권
./test/test_00759.png,판매점
./test/test_00760.png,중국비자
./test/test_00761.png,체류상담
./test/test_00762.png,결만고추추장쌈터
./test/test_00763.png,라블
./test/test_00764.png,따스
./test/test_00765.png,동부센트텔르
./test/test_00766.png,샤크
./test/test_00767.png,떡
./test/test_00768.png,떼레노
./test/test_00769.png,고향
./test/test_00770.png,다방
./test/test_00771.png,지하
./test/test_00772.png,다방
./test/test_00773.png,오늘
./test/test_00774.png,한잔
./test/test_00775.png,이철
./test/test_00776.png,대사지
./test/test_00777.png,타이
./test/test_00778.png,아로마
./test/test_00779.png,세익
./test/test_00780.png,메디칼
./test/test_00781.png,중정한분전
./test/test_00782.png,마스터
./test/test_00783.png,수학
./test/test_00784.png,자림
./test/test_00785.png,자림
./test/test_00786.png,부동산
./test/test_00787.png,리대림
./test/test_00788.png,디쁘리
./test/test_00789.png,주앙
./test/test_00790.png,마일화장잠음
./test/test_00791.png,마림건상국실
./test/test_00792.png,빨래방
./test/test_00793.png,두자상담
./test/test_00794.png,부동산
./test/test_00795.png,엔제이
./test/test_00796.png,이찌할
./test/test_00797.png,인월
./test/test_00798.png,식당
./test/test_00799.png,달아
./test/test_00800.png,닭발
./test/test_00801.png,장미언동
./test/test_00802.png,국악원
./test/test_00803.png,고향
./test/test_00804.png,제분소
./test/test_00805.png,바늘
./test/test_00806.png,문화센터
./test/test_00807.png,고킹이
./test/test_00808.png,내구기실
./test/test_00809.png,수선
./test/test_00810.png,공사
./test/test_00811.png,곰집
./test/test_00812.png,감성
./test/test_00813.png,달빛
./test/test_00814.png,꼼남
./test/test_00815.png,삼조네
./test/test_00816.png,영성원
./test/test_00817.png,공창
./test/test_00818.png,휴게실
./test/test_00819.png,차오커
./test/test_00820.png,설밥
./test/test_00821.png,토담
./test/test_00822.png,고회
./test/test_00823.png,조림식
./test/test_00824.png,펜선
./test/test_00825.png,하솔
./test/test_00826.png,돌플이네
./test/test_00827.png,고스스스
./test/test_00828.png,수능마스터
./test/test_00829.png,학원
./test/test_00830.png,롯데아울라
./test/test_00831.png,고양터미널실점
./test/test_00832.png,순나과
./test/test_00833.png,부여
./test/test_00834.png,슈퍼
./test/test_00835.png,일마곡
./test/test_00836.png,로또노방방
./test/test_00837.png,황후
./test/test_00838.png,노래방
./test/test_00839.png,투빅엠앤비
./test/test_00840.png,정일적산
./test/test_00841.png,수학 영어
./test/test_00842.png,와원
./test/test_00843.png,에드컴바인
./test/test_00844.png,이가자
./test/test_00845.png,다방
./test/test_00846.png,틈
./test/test_00847.png,풋샵
./test/test_00848.png,혁신 래의은장
./test/test_00849.png,에프엠성모의원
./test/test_00850.png,치즈타르트 전문점
./test/test_00851.png,퓨전 증식 전문점
./test/test_00852.png,소곱창
./test/test_00853.png,이영아이학원
./test/test_00854.png,나우건축
./test/test_00855.png,는  남에님 용원원원
./test/test_00856.png,앤드드림 커팩
./test/test_00857.png,가비
./test/test_00858.png,커피볶는집
./test/test_00859.png,켜진로
./test/test_00860.png,리빙털
./test/test_00861.png,목살구이
./test/test_00862.png,수길
./test/test_00863.png,수학학원
./test/test_00864.png,아나반수가링용실싱
./test/test_00865.png,손지식
./test/test_00866.png,의원
./test/test_00867.png,호흡기내과
./test/test_00868.png,주신기획
./test/test_00869.png,브로드읽
./test/test_00870.png,어학원
./test/test_00871.png,스무디앤
./test/test_00872.png,브런치카카페
./test/test_00873.png,아보카도 단체비
./test/test_00874.png,로제 함박
./test/test_00875.png,수제 함박 래러는
./test/test_00876.png,다향연
./test/test_00877.png,음향
./test/test_00878.png,문구
./test/test_00879.png,비데
./test/test_00880.png,조명
./test/test_00881.png,애드닥터
./test/test_00882.png,식당
./test/test_00883.png,그리미
./test/test_00884.png,월드오오트트리
./test/test_00885.png,피아노보다더더
./test/test_00886.png,디지털피
./test/test_00887.png,광주
./test/test_00888.png,최대
./test/test_00889.png,한일전자
./test/test_00890.png,하철교회
./test/test_00891.png,귀금속
./test/test_00892.png,우진테크
./test/test_00893.png,제이서포트
./test/test_00894.png,주
./test/test_00895.png,에스테틱
./test/test_00896.png,고운
./test/test_00897.png,안생정보기실
./test/test_00898.png,목재건반
./test/test_00899.png,탑재
./test/test_00900.png,명신
./test/test_00901.png,커피숍
./test/test_00902.png,목재 건반
./test/test_00903.png,이자하우은 전문수는 
./test/test_00904.png,앤케이글로벌
./test/test_00905.png,주
./test/test_00906.png,케구이쿠
./test/test_00907.png,케이크
./test/test_00908.png,마자루
./test/test_00909.png,무정전전원정개
./test/test_00910.png,편진화
./test/test_00911.png,리빙델
./test/test_00912.png,스릴러 오러소소
./test/test_00913.png,한사하이비인후교 
./test/test_00914.png,컴브리지  정공인인
./test/test_00915.png,인증기관
./test/test_00916.png,진족발
./test/test_00917.png,보쌈
./test/test_00918.png,일본소설
./test/test_00919.png,옥상
./test/test_00920.png,주차장
./test/test_00921.png,올소플란트
./test/test_00922.png,치과
./test/test_00923.png,연극 영화 은실
./test/test_00924.png,아름다군
./test/test_00925.png,날
./test/test_00926.png,재테크
./test/test_00927.png,행복론
./test/test_00928.png,국제시장
./test/test_00929.png,미취
./test/test_00930.png,닭갈비
./test/test_00931.png,중고
./test/test_00932.png,명품
./test/test_00933.png,에이스
./test/test_00934.png,당구클럽
./test/test_00935.png,찬터북
./test/test_00936.png,서면종은사사과과
./test/test_00937.png,노안백내장
./test/test_00938.png,스마일라식
./test/test_00939.png,소풍
